visitorid,ses_rec,ses_rec_avg,user_rec,ses_n,ses_n_r,int_n,int_n_r,tran_n,tran_n_r,rev_sum,rev_sum_r,major_spend_r,int_cat_n_avg,int_itm_n_avg,ses_mo_avg,ses_ho_avg,ses_wknd_r,ses_len_avg,time_to_int,time_to_tran,target
314787,16.0,16.0,16.0,1.0,0.0625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,18.0,1.0,0.0,0.0,-1.0,1.0
314981,29.0,29.0,29.0,1.0,0.034482758620689655,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,23.0,1.0,0.0,0.0,-1.0,1.0
315490,33.0,33.0,33.0,1.0,0.030303030303030304,2.0,2.0,1.0,1.0,22680.0,22680.0,0.0,1.0,1.0,7.0,23.0,0.0,3.283333333333333,1.6416666666666666,0.0,1.0
316345,42.0,42.0,42.0,1.0,0.023809523809523808,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,12.0,0.0,0.0,0.0,-1.0,0.0
317069,86.0,86.0,86.0,1.0,0.011627906976744186,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,12.0,1.0,0.0,0.0,-1.0,1.0
317182,39.0,39.0,39.0,1.0,0.02564102564102564,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,14.0,0.0,0.0,0.0,-1.0,1.0
317840,48.0,48.0,48.0,1.0,0.020833333333333332,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,10.0,0.0,0.0,0.0,-1.0,1.0
317997,44.0,44.0,44.0,1.0,0.022727272727272728,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,-1.0,1.0
318123,42.0,42.0,42.0,1.0,0.023809523809523808,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,18.0,0.0,0.0,0.0,-1.0,1.0
318471,44.0,44.0,44.0,1.0,0.022727272727272728,2.0,2.0,1.0,1.0,262680.0,262680.0,1.0,1.0,1.0,7.0,20.0,0.0,8.466666666666667,4.233333333333333,0.0,1.0
318623,40.0,40.0,40.0,1.0,0.025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,11.0,0.0,0.0,0.0,-1.0,1.0
319511,54.0,54.0,54.0,1.0,0.018518518518518517,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,16.0,0.0,0.0,0.0,-1.0,1.0
320028,29.0,29.0,29.0,1.0,0.034482758620689655,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,19.0,1.0,0.0,0.0,-1.0,1.0
320097,79.0,79.0,79.0,1.0,0.012658227848101266,2.0,2.0,1.0,1.0,24348.0,24348.0,0.0,1.0,1.0,5.0,10.0,1.0,2.1666666666666665,1.0833333333333333,0.0,1.0
320274,50.0,50.0,50.0,1.0,0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,11.0,1.0,0.0,0.0,-1.0,1.0
320299,67.0,67.0,67.0,1.0,0.014925373134328358,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,-1.0,1.0
320638,31.0,31.0,31.0,1.0,0.03225806451612903,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,6.0,0.0,0.0,0.0,-1.0,0.0
320776,31.0,31.0,31.0,1.0,0.03225806451612903,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,-1.0,1.0
320788,46.0,46.0,46.0,1.0,0.021739130434782608,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,21.0,0.0,0.0,0.0,-1.0,1.0
320956,14.0,14.0,14.0,1.0,0.07142857142857142,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,7.0,0.0,0.0,0.0,-1.0,1.0
321559,86.0,0.0,86.0,6.0,0.06976744186046512,9.0,1.5,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.5,5.0,16.833333333333332,1.0,6.536111111111111,4.357407407407408,-1.0,1.0
321766,20.0,20.0,20.0,1.0,0.05,2.0,2.0,1.0,1.0,110640.0,110640.0,1.0,1.0,1.0,7.0,9.0,0.0,1.7666666666666666,0.8833333333333333,0.0,1.0
321851,26.0,26.0,26.0,1.0,0.038461538461538464,2.0,2.0,1.0,1.0,29160.0,29160.0,0.0,1.0,1.0,7.0,9.0,0.0,10.4,5.2,0.0,1.0
322210,54.0,54.0,54.0,1.0,0.018518518518518517,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,10.0,0.0,0.0,0.0,-1.0,1.0
323157,45.0,45.0,45.0,1.0,0.022222222222222223,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,12.0,0.0,0.0,0.0,-1.0,1.0
323296,78.0,78.0,78.0,1.0,0.01282051282051282,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,15.0,1.0,0.0,0.0,-1.0,1.0
323507,53.0,53.0,53.0,1.0,0.018867924528301886,5.0,5.0,3.0,3.0,322200.0,322200.0,1.0,1.0,1.0,6.0,19.0,0.0,12.133333333333333,2.4266666666666667,0.0,1.0
323828,42.0,42.0,42.0,1.0,0.023809523809523808,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,9.0,0.0,0.0,0.0,-1.0,1.0
323955,90.0,90.0,90.0,1.0,0.011111111111111112,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,14.0,0.0,0.0,0.0,-1.0,1.0
324002,34.0,34.0,34.0,1.0,0.029411764705882353,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,-1.0,1.0
324083,13.0,13.0,13.0,1.0,0.07692307692307693,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,22.0,0.0,0.0,0.0,-1.0,1.0
324270,8.0,8.0,8.0,1.0,0.125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,16.0,1.0,0.0,0.0,-1.0,0.0
324495,47.0,47.0,47.0,1.0,0.02127659574468085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,20.0,0.0,0.0,0.0,-1.0,1.0
324880,81.0,81.0,81.0,1.0,0.012345679012345678,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,-1.0,1.0
326066,56.0,56.0,56.0,1.0,0.017857142857142856,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,16.0,0.0,0.0,0.0,-1.0,1.0
326176,69.0,69.0,69.0,1.0,0.014492753623188406,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,19.0,0.0,0.0,0.0,-1.0,1.0
326479,8.0,8.0,8.0,1.0,0.125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,22.0,1.0,0.0,0.0,-1.0,1.0
327215,91.0,91.0,91.0,1.0,0.01098901098901099,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,11.0,0.0,0.0,0.0,-1.0,1.0
327872,74.0,74.0,74.0,1.0,0.013513513513513514,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,18.0,0.0,0.0,0.0,-1.0,1.0
328364,51.0,51.0,51.0,1.0,0.0196078431372549,2.0,2.0,1.0,1.0,50964.0,50964.0,1.0,1.0,1.0,6.0,15.0,1.0,4.733333333333333,2.3666666666666667,0.0,1.0
329182,35.0,35.0,35.0,1.0,0.02857142857142857,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,17.0,0.0,4.35,2.175,-1.0,1.0
329593,35.0,35.0,35.0,1.0,0.02857142857142857,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,17.0,0.0,0.0,0.0,-1.0,1.0
330035,38.0,38.0,38.0,1.0,0.02631578947368421,2.0,2.0,1.0,1.0,28200.0,28200.0,0.0,1.0,1.0,7.0,14.0,0.0,9.066666666666666,4.533333333333333,0.0,1.0
330462,96.0,96.0,96.0,1.0,0.010416666666666666,2.0,2.0,1.0,1.0,22200.0,22200.0,0.0,1.0,1.0,5.0,8.0,0.0,5.45,2.725,0.0,1.0
330825,2.0,2.0,2.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,10.0,1.0,0.0,0.0,-1.0,1.0
331255,64.0,64.0,64.0,1.0,0.015625,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,18.0,1.0,3.4,1.7,-1.0,1.0
331292,74.0,74.0,74.0,1.0,0.013513513513513514,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,14.0,0.0,0.0,0.0,-1.0,1.0
331573,40.0,40.0,40.0,1.0,0.025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,-1.0,1.0
333978,32.0,32.0,32.0,1.0,0.03125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,18.0,0.0,0.0,0.0,-1.0,1.0
334295,81.0,1.0,82.0,2.0,0.024390243902439025,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,16.0,0.0,0.0,0.0,-1.0,1.0
334471,31.0,31.0,31.0,1.0,0.03225806451612903,7.0,7.0,3.0,3.0,191400.0,191400.0,1.0,3.0,4.0,7.0,15.0,0.0,19.816666666666666,2.830952380952381,0.0,1.0
334971,0.0,0.0,0.0,1.0,-1.0,2.0,2.0,1.0,1.0,41040.0,41040.0,0.0,1.0,1.0,8.0,13.0,0.0,5.766666666666667,2.8833333333333333,0.0,1.0
335297,73.0,73.0,73.0,1.0,0.0136986301369863,2.0,2.0,1.0,1.0,21240.0,21240.0,0.0,1.0,1.0,6.0,7.0,0.0,14.433333333333334,7.216666666666667,0.0,1.0
335898,94.0,94.0,94.0,1.0,0.010638297872340425,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,13.0,0.0,0.9833333333333333,0.49166666666666664,-1.0,1.0
336383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,21.0,1.0,0.0,0.0,-1.0,0.0
336577,21.0,21.0,21.0,1.0,0.047619047619047616,2.0,2.0,1.0,1.0,36600.0,36600.0,0.0,1.0,1.0,7.0,12.0,0.0,4.1,2.05,0.0,1.0
336596,7.0,7.0,7.0,1.0,0.14285714285714285,2.0,2.0,1.0,1.0,141720.0,141720.0,1.0,1.0,1.0,8.0,12.0,0.0,5.783333333333333,2.8916666666666666,0.0,1.0
337581,69.0,69.0,69.0,1.0,0.014492753623188406,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,22.0,0.0,0.0,0.0,-1.0,1.0
337879,41.0,41.0,41.0,1.0,0.024390243902439025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0,0.0,-1.0,1.0
338186,96.0,96.0,96.0,1.0,0.010416666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,14.0,0.0,0.0,0.0,-1.0,1.0
338429,63.0,0.0,63.0,2.0,0.031746031746031744,2.0,1.0,1.0,0.5,34080.0,17040.0,0.0,1.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0
338658,93.0,93.0,93.0,1.0,0.010752688172043012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,16.0,1.0,0.0,0.0,-1.0,1.0
338938,75.0,75.0,75.0,1.0,0.013333333333333334,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,19.0,0.0,5.566666666666666,2.783333333333333,-1.0,1.0
339765,85.0,0.0,85.0,2.0,0.023529411764705882,2.0,1.0,1.0,0.5,31200.0,15600.0,0.0,1.0,1.0,5.0,16.0,1.0,0.0,0.0,0.0,1.0
339767,60.0,60.0,60.0,1.0,0.016666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,21.0,0.0,0.0,0.0,-1.0,1.0
340038,58.0,58.0,58.0,1.0,0.017241379310344827,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,11.0,1.0,0.0,0.0,-1.0,1.0
340467,63.0,63.0,63.0,1.0,0.015873015873015872,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,17.0,0.0,0.0,0.0,-1.0,1.0
341371,35.0,35.0,35.0,1.0,0.02857142857142857,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,15.0,0.0,0.0,0.0,-1.0,1.0
341789,68.0,68.0,68.0,1.0,0.014705882352941176,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,10.0,0.0,0.13333333333333333,0.06666666666666667,-1.0,1.0
341900,26.0,0.0,26.0,3.0,0.11538461538461539,9.0,3.0,2.0,0.6666666666666666,160800.0,53600.0,0.3333333333333333,1.6666666666666667,2.0,7.0,13.0,0.0,27.866666666666664,9.288888888888888,0.0,1.0
341920,78.0,78.0,78.0,1.0,0.01282051282051282,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,22.0,1.0,0.0,0.0,-1.0,1.0
342411,58.0,58.0,58.0,1.0,0.017241379310344827,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,19.0,1.0,0.0,0.0,-1.0,1.0
342794,35.0,35.0,35.0,1.0,0.02857142857142857,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,9.0,0.0,0.0,0.0,-1.0,1.0
343615,12.0,12.0,12.0,1.0,0.08333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,9.0,0.0,0.0,0.0,-1.0,1.0
343950,53.0,53.0,53.0,1.0,0.018867924528301886,2.0,2.0,1.0,1.0,13800.0,13800.0,0.0,1.0,1.0,6.0,22.0,0.0,1.5,0.75,0.0,1.0
344727,46.0,46.0,46.0,1.0,0.021739130434782608,4.0,4.0,2.0,2.0,17040.0,17040.0,0.0,1.0,2.0,7.0,17.0,0.0,17.45,4.3625,0.0,1.0
345160,31.0,0.0,31.0,2.0,0.06451612903225806,4.0,2.0,2.0,1.0,342360.0,171180.0,0.5,1.5,2.0,7.0,19.0,0.0,1.3416666666666666,0.6708333333333333,0.0,1.0
345276,61.0,0.375,65.0,9.0,0.13846153846153847,22.0,2.4444444444444446,9.0,1.0,1635000.0,181666.66666666666,0.7777777777777778,1.4444444444444444,1.4444444444444444,6.0,14.0,0.3333333333333333,11.348148148148148,4.642424242424243,0.0,1.0
345939,0.0,0.0,0.0,1.0,-1.0,2.0,2.0,1.0,1.0,167520.0,167520.0,1.0,1.0,1.0,8.0,13.0,0.0,1.3166666666666667,0.6583333333333333,0.0,1.0
346017,72.0,72.0,72.0,1.0,0.013888888888888888,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,10.0,1.0,0.0,0.0,-1.0,1.0
346127,7.0,0.0,7.0,4.0,0.5714285714285714,8.0,2.0,3.0,0.75,396960.0,99240.0,0.25,1.5,2.0,8.0,4.0,0.0,5.033333333333333,2.5166666666666666,0.0,1.0
346165,72.0,72.0,72.0,1.0,0.013888888888888888,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0,1.0,0.0,0.0,-1.0,1.0
346326,65.0,65.0,65.0,1.0,0.015384615384615385,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,-1.0,1.0
346830,2.0,2.0,2.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,13.0,1.0,0.0,0.0,-1.0,1.0
347354,95.0,95.0,95.0,1.0,0.010526315789473684,2.0,2.0,1.0,1.0,22080.0,22080.0,0.0,1.0,1.0,5.0,8.0,0.0,6.083333333333333,3.0416666666666665,0.0,1.0
347598,47.0,6.8,84.0,6.0,0.07142857142857142,13.0,2.1666666666666665,6.0,1.0,815880.0,135980.0,0.5,1.6666666666666667,1.6666666666666667,5.833333333333333,10.333333333333334,0.0,6.966666666666666,3.215384615384615,0.0,1.0
347858,89.0,89.0,89.0,1.0,0.011235955056179775,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,22.0,0.0,0.0,0.0,-1.0,1.0
347861,68.0,68.0,68.0,1.0,0.014705882352941176,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,22.0,0.0,0.0,0.0,-1.0,1.0
347937,57.0,57.0,57.0,1.0,0.017543859649122806,2.0,2.0,1.0,1.0,580560.0,580560.0,1.0,1.0,1.0,6.0,11.0,1.0,1.8333333333333333,0.9166666666666666,0.0,1.0
348433,45.0,45.0,45.0,1.0,0.022222222222222223,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,18.0,0.0,0.0,0.0,-1.0,1.0
348542,30.0,30.0,30.0,1.0,0.03333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,20.0,0.0,0.0,0.0,-1.0,1.0
349215,59.0,59.0,59.0,1.0,0.01694915254237288,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,21.0,0.0,0.0,0.0,-1.0,1.0
349352,52.0,52.0,52.0,1.0,0.019230769230769232,2.0,2.0,1.0,1.0,25200.0,25200.0,0.0,1.0,1.0,6.0,10.0,0.0,3.1,1.55,0.0,1.0
349829,0.0,12.0,62.0,6.0,0.0967741935483871,8.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,1.3333333333333333,6.666666666666667,15.166666666666666,0.5,0.43333333333333335,0.325,-1.0,0.0
350107,97.0,97.0,97.0,1.0,0.010309278350515464,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,15.0,0.0,0.0,0.0,-1.0,1.0
350566,72.0,0.36,98.0,51.0,0.5204081632653061,172.0,3.372549019607843,75.0,1.4705882352941178,8229852.0,161369.64705882352,0.6470588235294118,1.8235294117647058,1.9411764705882353,5.196078431372549,14.117647058823529,0.0392156862745098,8.722549019607843,2.5863372093023256,0.0,1.0
350906,44.0,44.0,44.0,1.0,0.022727272727272728,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,22.0,0.0,15.833333333333334,7.916666666666667,-1.0,1.0
352202,79.0,79.0,79.0,1.0,0.012658227848101266,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,11.0,1.0,0.0,0.0,-1.0,1.0
352650,97.0,97.0,97.0,1.0,0.010309278350515464,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,9.0,0.0,0.0,0.0,-1.0,1.0
352931,76.0,76.0,76.0,1.0,0.013157894736842105,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,19.0,0.0,0.0,0.0,-1.0,1.0
353923,51.0,51.0,51.0,1.0,0.0196078431372549,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,20.0,0.0,0.0,0.0,-1.0,1.0
354601,13.0,13.0,13.0,1.0,0.07692307692307693,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,14.0,0.0,0.0,0.0,-1.0,1.0
355056,35.0,35.0,35.0,1.0,0.02857142857142857,2.0,2.0,1.0,1.0,13320.0,13320.0,0.0,1.0,1.0,7.0,15.0,0.0,3.3333333333333335,1.6666666666666667,0.0,1.0
355275,38.0,38.0,38.0,1.0,0.02631578947368421,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0,0.0,-1.0,1.0
356159,17.0,17.0,17.0,1.0,0.058823529411764705,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,21.0,0.0,0.0,0.0,-1.0,1.0
356516,82.0,82.0,82.0,1.0,0.012195121951219513,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,15.0,0.0,0.0,0.0,-1.0,1.0
356715,37.0,37.0,37.0,1.0,0.02702702702702703,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,11.0,1.0,0.0,0.0,-1.0,1.0
357649,89.0,89.0,89.0,1.0,0.011235955056179775,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,14.0,0.0,0.0,0.0,-1.0,1.0
358407,81.0,81.0,81.0,1.0,0.012345679012345678,2.0,2.0,1.0,1.0,478560.0,478560.0,1.0,1.0,1.0,5.0,13.0,0.0,0.7,0.35,0.0,1.0
358458,32.0,32.0,32.0,1.0,0.03125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,14.0,0.0,0.0,0.0,-1.0,1.0
358516,70.0,0.0,70.0,12.0,0.17142857142857143,29.0,2.4166666666666665,13.0,1.0833333333333333,1317096.0,109758.0,0.4166666666666667,1.1666666666666667,1.25,6.0,12.333333333333334,0.0,3.852777777777778,1.5942528735632184,0.0,1.0
358631,52.0,52.0,52.0,1.0,0.019230769230769232,2.0,2.0,1.0,1.0,335880.0,335880.0,1.0,1.0,1.0,6.0,14.0,0.0,5.05,2.525,0.0,1.0
358695,89.0,89.0,89.0,1.0,0.011235955056179775,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,20.0,0.0,0.0,0.0,-1.0,1.0
359062,55.0,55.0,55.0,1.0,0.01818181818181818,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,21.0,0.0,1.85,0.925,-1.0,1.0
359742,59.0,59.0,59.0,1.0,0.01694915254237288,2.0,2.0,1.0,1.0,19560.0,19560.0,0.0,1.0,1.0,6.0,14.0,0.0,2.2333333333333334,1.1166666666666667,0.0,1.0
359967,31.0,31.0,31.0,1.0,0.03225806451612903,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,14.0,0.0,6.966666666666667,2.3222222222222224,-1.0,1.0
360236,66.0,66.0,66.0,1.0,0.015151515151515152,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,20.0,0.0,3.966666666666667,1.3222222222222222,-1.0,1.0
360945,53.0,53.0,53.0,1.0,0.018867924528301886,1.0,1.0,1.0,1.0,43200.0,43200.0,0.0,1.0,1.0,6.0,17.0,0.0,0.0,0.0,0.0,1.0
361066,9.0,0.0,9.0,2.0,0.2222222222222222,2.0,1.0,1.0,0.5,125280.0,62640.0,0.5,1.0,1.0,8.0,10.5,1.0,0.0,0.0,0.0,1.0
361266,82.0,82.0,82.0,1.0,0.012195121951219513,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,17.0,0.0,0.0,0.0,-1.0,1.0
361445,54.0,54.0,54.0,1.0,0.018518518518518517,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,16.0,0.0,0.0,0.0,-1.0,1.0
361876,92.0,0.0,92.0,3.0,0.03260869565217391,4.0,1.3333333333333333,2.0,0.6666666666666666,93360.0,31120.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,5.0,14.0,1.0,0.0,0.0,0.0,1.0
362057,27.0,27.0,27.0,1.0,0.037037037037037035,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,23.0,0.0,0.0,0.0,-1.0,1.0
362265,33.0,33.0,33.0,1.0,0.030303030303030304,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,20.0,0.0,0.0,0.0,-1.0,1.0
362910,89.0,89.0,89.0,1.0,0.011235955056179775,2.0,2.0,1.0,1.0,49320.0,49320.0,1.0,1.0,1.0,5.0,13.0,0.0,1.9166666666666667,0.9583333333333334,0.0,1.0
362965,6.0,6.0,6.0,1.0,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,7.0,0.0,0.0,0.0,-1.0,1.0
363116,15.0,15.0,15.0,1.0,0.06666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,10.0,1.0,0.0,0.0,-1.0,1.0
363313,10.0,10.0,10.0,1.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,-1.0,1.0
363618,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,16.5,1.0,0.0,0.0,-1.0,1.0
364143,29.0,29.0,29.0,1.0,0.034482758620689655,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,19.0,1.0,0.0,0.0,-1.0,1.0
365060,22.0,22.0,22.0,1.0,0.045454545454545456,2.0,2.0,1.0,1.0,432000.0,432000.0,1.0,1.0,1.0,7.0,12.0,1.0,6.0,3.0,0.0,0.0
365146,56.0,56.0,56.0,1.0,0.017857142857142856,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,2.0,0.0,5.55,2.775,-1.0,1.0
365845,51.0,51.0,51.0,1.0,0.0196078431372549,2.0,2.0,1.0,1.0,34800.0,34800.0,0.0,1.0,1.0,6.0,22.0,0.0,3.45,1.725,0.0,1.0
366204,73.0,73.0,73.0,1.0,0.0136986301369863,2.0,2.0,1.0,1.0,15588.0,15588.0,0.0,1.0,1.0,6.0,21.0,0.0,13.633333333333333,6.816666666666666,0.0,1.0
366331,34.0,0.0,34.0,2.0,0.058823529411764705,3.0,1.5,1.0,0.5,45600.0,22800.0,0.0,1.0,1.0,7.0,15.0,0.0,14.016666666666667,9.344444444444445,0.0,1.0
366364,54.0,54.0,54.0,1.0,0.018518518518518517,1.0,1.0,1.0,1.0,6000.0,6000.0,0.0,1.0,1.0,6.0,15.0,0.0,0.0,0.0,0.0,1.0
366391,61.0,61.0,61.0,1.0,0.01639344262295082,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,14.0,0.0,0.0,0.0,-1.0,1.0
366911,60.0,60.0,60.0,1.0,0.016666666666666666,1.0,1.0,1.0,1.0,36000.0,36000.0,0.0,1.0,1.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0
366947,45.0,45.0,45.0,1.0,0.022222222222222223,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,19.0,0.0,0.0,0.0,-1.0,1.0
367301,84.0,84.0,84.0,1.0,0.011904761904761904,3.0,3.0,1.0,1.0,27840.0,27840.0,0.0,2.0,2.0,5.0,11.0,0.0,13.066666666666666,4.355555555555555,0.0,1.0
367376,77.0,0.0,78.0,2.0,0.02564102564102564,2.0,1.0,1.0,0.5,162000.0,81000.0,0.5,1.0,1.0,5.0,19.5,1.0,0.0,0.0,0.0,1.0
367943,41.0,41.0,41.0,1.0,0.024390243902439025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,-1.0,1.0
368007,95.0,95.0,95.0,1.0,0.010526315789473684,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,13.0,0.0,0.0,0.0,-1.0,1.0
